uri,get_query,post_data,method,label
/checkout.php,q=hello+world,,GET,Valid
/about.php,page=about,,GET,Valid
/api/v1/auth/token,offset=0&count=20,product_id=5&qty=2,POST,Valid
/user/profile,id=1,product_id=5&qty=2,POST,Valid
/home.php,theme=dark,product_id=5&qty=2,POST,Valid
/assets/logo.png,lang=ar,comment=Nice+post&post_id=3,POST,Valid
/sitemap.xml,id=1,,GET,Valid
/api/v2/data,category=tech&sort=date,login=john&pass=secret123,POST,Valid
/api/orders,user=john&role=admin,email=test@example.com&name=John,POST,Valid
/settings.php,lang=ar,,GET,Valid
/products.php,,email=test@example.com&name=John,POST,Valid
/api/orders,,,GET,Valid
/contact.php,,title=Hello&body=World,POST,Valid
/admin/panel.php,,,GET,Valid
/user/settings,,,GET,Valid
/admin/panel.php,id=1&lang=en,,GET,Valid
/robots.txt,,,GET,Valid
/checkout.php,id=2&name=product,,GET,Valid
/index.php,,comment=Nice+post&post_id=3,POST,Valid
/products.php,,,GET,Valid
/admin/panel.php,offset=0&count=20,,GET,Valid
/api/products,,username=admin&password=adminpass,POST,Valid
/api/v2/data,id=2&name=product,,GET,Valid
/sitemap.xml,id=1&lang=en,,GET,Valid
/blog/post.php,,,GET,Valid
/login.php,,title=Hello&body=World,POST,Valid
/login.php,,,GET,Valid
/admin/users.php,id=1&lang=en,,GET,Valid
/dashboard.php,,,GET,Valid
/static/css/main.css,,username=admin&password=adminpass,POST,Valid
/static/css/main.css,page=about,,GET,Valid
/static/css/main.css,filter=active,,GET,Valid
/search.php,id=5,username=john&password=pass123,POST,Valid
/products.php,,,GET,Valid
/logout.php,,,GET,Valid
/blog/post.php,offset=0&count=20,title=Hello&body=World,POST,Valid
/shop/cart,,,GET,Valid
/logout.php,,,GET,Valid
/search.php,,,GET,Valid
/api/users,offset=0&count=20,,GET,Valid
/register.php,id=1&lang=en,,GET,Valid
/user/profile,filter=active,,GET,Valid
/checkout.php,,,GET,Valid
/register.php,id=1&lang=en,,GET,Valid
/api/v2/data,user=john&role=admin,,GET,Valid
/products.php,page=1&limit=10,,GET,Valid
/contact.php,lang=ar,username=john&password=pass123,POST,Valid
/search.php,offset=0&count=20,,GET,Valid
/admin/panel.php,lang=ar,username=admin&password=adminpass,POST,Valid
/profile.php,id=2&name=product,title=Hello&body=World,POST,Valid
/sitemap.xml,,product_id=5&qty=2,POST,Valid
/home.php,,,GET,Valid
/settings.php,filter=active,user=ayad&pwd=mypass,POST,Valid
/checkout.php,category=tech&sort=date,,GET,Valid
/news/article.php,,username=admin&password=adminpass,POST,Valid
/index.php,,user=ayad&pwd=mypass,POST,Valid
/api/v2/data,id=5,,GET,Valid
/assets/style.css,,,GET,Valid
/api/orders,id=5,,GET,Valid
/checkout.php,id=2&name=product,user=ayad&pwd=mypass,POST,Valid
/settings.php,offset=0&count=20,,GET,Valid
/cart.php,id=1,,GET,Valid
/api/v1/auth/token,user=john&role=admin,,GET,Valid
/user/profile,id=5,,GET,Valid
/api/v2/data,,comment=Nice+post&post_id=3,POST,Valid
/contact.php,user=john&role=admin,,GET,Valid
/checkout.php,,,GET,Valid
/shop/checkout,theme=dark,,GET,Valid
/static/css/main.css,offset=0&count=20,,GET,Valid
/settings.php,filter=active,,GET,Valid
/cart.php,id=1&lang=en,,GET,Valid
/checkout.php,id=1,,GET,Valid
/about.php,,comment=Nice+post&post_id=3,POST,Valid
/about.php,,,GET,Valid
/api/orders,lang=ar,,GET,Valid
/home.php,user=john&role=admin,,GET,Valid
/api/orders,,,GET,Valid
/search.php,id=5,,GET,Valid
/home.php,id=1&lang=en,user=ayad&pwd=mypass,POST,Valid
/blog/post.php,username=john&remember=1,,GET,Valid
/api/orders,,,GET,Valid
/assets/style.css,,,GET,Valid
/dashboard.php,id=2&name=product,login=john&pass=secret123,POST,Valid
/api/v2/data,filter=active,,GET,Valid
/api/v2/data,,,GET,Valid
/index.php,,user=ayad&pwd=mypass,POST,Valid
/api/v2/data,id=1&lang=en,,GET,Valid
/news/article.php,id=2&name=product,,GET,Valid
/robots.txt,id=5,,GET,Valid
/shop/checkout,theme=dark,,GET,Valid
/checkout.php,,,GET,Valid
/static/js/app.js,id=5,user=ayad&pwd=mypass,POST,Valid
/home.php,page=about,user=ayad&pwd=mypass,POST,Valid
/about.php,,,GET,Valid
/index.php,page=about,,GET,Valid
/shop/cart,,,GET,Valid
/shop/cart,,username=john&password=pass123,POST,Valid
/checkout.php,q=hello+world,,GET,Valid
/logout.php,id=1,,GET,Valid
/profile.php,theme=dark,,GET,Valid
/api/v1/auth/token,,,GET,Valid
/blog/post.php,q=hello+world,,GET,Valid
/admin/panel.php,theme=dark,login=john&pass=secret123,POST,Valid
/news/article.php,filter=active,,GET,Valid
/shop/item,category=tech&sort=date,,GET,Valid
/profile.php,lang=ar,,GET,Valid
/admin/panel.php,,,GET,Valid
/robots.txt,,product_id=5&qty=2,POST,Valid
/favicon.ico,page=about,login=john&pass=secret123,POST,Valid
/contact.php,category=tech&sort=date,username=john&password=pass123,POST,Valid
/checkout.php,,,GET,Valid
/products.php,offset=0&count=20,product_id=5&qty=2,POST,Valid
/admin/panel.php,filter=active,username=john&password=pass123,POST,Valid
/settings.php,lang=ar,user=ayad&pwd=mypass,POST,Valid
/dashboard.php,lang=ar,username=john&password=pass123,POST,Valid
/dashboard.php,page=1&limit=10,,GET,Valid
/user/profile,user=john&role=admin,,GET,Valid
/static/js/app.js,q=hello+world,login=john&pass=secret123,POST,Valid
/assets/logo.png,,user=ayad&pwd=mypass,POST,Valid
/news/article.php,,,GET,Valid
/shop/cart,token=abc123,,GET,Valid
/api/v1/auth/token,,,GET,Valid
/settings.php,user=john&role=admin,,GET,Valid
/settings.php,id=2&name=product,,GET,Valid
/register.php,filter=active,,GET,Valid
/contact.php,,,GET,Valid
/settings.php,page=about,user=ayad&pwd=mypass,POST,Valid
/search.php,id=1&lang=en,,GET,Valid
/index.html,token=abc123,,GET,Valid
/shop/checkout,id=1&lang=en,,GET,Valid
/shop/checkout,q=hello+world,comment=Nice+post&post_id=3,POST,Valid
/logout.php,category=tech&sort=date,,GET,Valid
/blog/post.php,theme=dark,username=john&password=pass123,POST,Valid
/home.php,,,GET,Valid
/news/article.php,,,GET,Valid
/cart.php,token=abc123,,GET,Valid
/robots.txt,page=about,,GET,Valid
/user/settings,category=tech&sort=date,,GET,Valid
/admin/users.php,filter=active,,GET,Valid
/index.html,token=abc123,,GET,Valid
/search.php,id=1,,GET,Valid
/cart.php,id=1&lang=en,,GET,Valid
/news/article.php,id=2&name=product,,GET,Valid
/login.php,user=john&role=admin,,GET,Valid
/home.php,q=hello+world,,GET,Valid
/about.php,,,GET,Valid
/assets/logo.png,token=abc123,user=ayad&pwd=mypass,POST,Valid
/register.php,id=5,title=Hello&body=World,POST,Valid
/user/profile,username=john&remember=1,,GET,Valid
/home.php,,,GET,Valid
/contact.php,id=5,product_id=5&qty=2,POST,Valid
/api/orders,lang=ar,,GET,Valid
/admin/panel.php,filter=active,,GET,Valid
/index.html,,comment=Nice+post&post_id=3,POST,Valid
/logout.php,category=tech&sort=date,,GET,Valid
/dashboard.php,page=1&limit=10,login=john&pass=secret123,POST,Valid
/favicon.ico,id=2&name=product,email=test@example.com&name=John,POST,Valid
/api/v2/data,page=about,,GET,Valid
/blog/post.php,page=about,login=john&pass=secret123,POST,Valid
/shop/cart,,,GET,Valid
/robots.txt,token=abc123,,GET,Valid
/dashboard.php,id=2&name=product,user=ayad&pwd=mypass,POST,Valid
/checkout.php,filter=active,product_id=5&qty=2,POST,Valid
/assets/style.css,,,GET,Valid
/api/users,,,GET,Valid
/robots.txt,id=2&name=product,email=test@example.com&name=John,POST,Valid
/api/products,theme=dark,,GET,Valid
/user/settings,id=1,email=test@example.com&name=John,POST,Valid
/favicon.ico,user=john&role=admin,,GET,Valid
/cart.php,id=1&lang=en,,GET,Valid
/api/v1/auth/token,username=john&remember=1,,GET,Valid
/home.php,theme=dark,user=ayad&pwd=mypass,POST,Valid
/index.html,username=john&remember=1,login=john&pass=secret123,POST,Valid
/api/products,page=1&limit=10,,GET,Valid
/home.php,filter=active,,GET,Valid
/shop/checkout,filter=active,,GET,Valid
/products.php,category=tech&sort=date,email=test@example.com&name=John,POST,Valid
/settings.php,filter=active,,GET,Valid
/shop/checkout,theme=dark,comment=Nice+post&post_id=3,POST,Valid
/shop/checkout,token=abc123,user=ayad&pwd=mypass,POST,Valid
/contact.php,lang=ar,comment=Nice+post&post_id=3,POST,Valid
/static/css/main.css,user=john&role=admin,username=john&password=pass123,POST,Valid
/profile.php,q=hello+world,,GET,Valid
/admin/users.php,,,GET,Valid
/user/profile,id=1,,GET,Valid
/assets/logo.png,q=hello+world,email=test@example.com&name=John,POST,Valid
/admin/users.php,category=tech&sort=date,,GET,Valid
/profile.php,page=1&limit=10,,GET,Valid
/assets/style.css,id=1&lang=en,username=john&password=pass123,POST,Valid
/checkout.php,username=john&remember=1,,GET,Valid
/news/article.php,,,GET,Valid
/sitemap.xml,,,GET,Valid
/blog/post.php,q=hello+world,,GET,Valid
/sitemap.xml,filter=active,username=admin&password=adminpass,POST,Valid
/shop/item,username=john&remember=1,username=john&password=pass123,POST,Valid
/user/settings,user=john&role=admin,login=john&pass=secret123,POST,Valid
/api/users,id=1&lang=en,user=ayad&pwd=mypass,POST,Valid
/shop/checkout,theme=dark,,GET,Valid
/blog/post.php,,,GET,Valid
/search.php,theme=dark,user=ayad&pwd=mypass,POST,Valid
/static/css/main.css,username=john&remember=1,,GET,Valid
/user/profile,page=about,,GET,Valid
/shop/item,page=1&limit=10,username=john&password=pass123,POST,Valid
/logout.php,id=5,username=john&password=pass123,POST,Valid
/api/users,page=about,,GET,Valid
/index.html,,,GET,Valid
/api/v2/data,token=abc123,,GET,Valid
/cart.php,offset=0&count=20,,GET,Valid
/static/css/main.css,category=tech&sort=date,product_id=5&qty=2,POST,Valid
/shop/cart,,username=admin&password=adminpass,POST,Valid
/assets/style.css,category=tech&sort=date,product_id=5&qty=2,POST,Valid
/logout.php,token=abc123,,GET,Valid
/favicon.ico,offset=0&count=20,,GET,Valid
/shop/cart,q=hello+world,comment=Nice+post&post_id=3,POST,Valid
/search.php,,,GET,Valid
/api/v2/data,page=about,,GET,Valid
/admin/users.php,theme=dark,,GET,Valid
/checkout.php,lang=ar,,GET,Valid
/static/js/app.js,user=john&role=admin,,GET,Valid
/checkout.php,id=1&lang=en,title=Hello&body=World,POST,Valid
/admin/users.php,category=tech&sort=date,,GET,Valid
/sitemap.xml,,login=john&pass=secret123,POST,Valid
/admin/panel.php,,,GET,Valid
/products.php,theme=dark,,GET,Valid
/register.php,,,GET,Valid
/dashboard.php,,comment=Nice+post&post_id=3,POST,Valid
/index.html,token=abc123,,GET,Valid
/sitemap.xml,,,GET,Valid
/home.php,category=tech&sort=date,,GET,Valid
/api/products,,,GET,Valid
/home.php,id=5,,GET,Valid
/api/orders,q=hello+world,user=ayad&pwd=mypass,POST,Valid
/contact.php,lang=ar,,GET,Valid
/admin/users.php,,title=Hello&body=World,POST,Valid
/login.php,filter=active,email=test@example.com&name=John,POST,Valid
/admin/panel.php,id=1,product_id=5&qty=2,POST,Valid
/about.php,,,GET,Valid
/login.php,lang=ar,,GET,Valid
/profile.php,page=about,,GET,Valid
/products.php,filter=active,email=test@example.com&name=John,POST,Valid
/shop/item,,,GET,Valid
/assets/style.css,id=1,,GET,Valid
/about.php,id=1&lang=en,product_id=5&qty=2,POST,Valid
/home.php,category=tech&sort=date,product_id=5&qty=2,POST,Valid
/user/settings,id=2&name=product,username=admin&password=adminpass,POST,Valid
/assets/style.css,,username=admin&password=adminpass,POST,Valid
/login.php,page=about,,GET,Valid
/api/users,id=1,,GET,Valid
/sitemap.xml,,user=ayad&pwd=mypass,POST,Valid
/api/users,user=john&role=admin,login=john&pass=secret123,POST,Valid
/home.php,,product_id=5&qty=2,POST,Valid
/news/article.php,username=john&remember=1,,GET,Valid
/sitemap.xml,,,GET,Valid
/dashboard.php,token=abc123,,GET,Valid
/robots.txt,filter=active,,GET,Valid
/index.php,page=1&limit=10,,GET,Valid
/api/orders,page=about,comment=Nice+post&post_id=3,POST,Valid
/assets/style.css,id=2&name=product,,GET,Valid
/api/v1/auth/token,id=1,,GET,Valid
/api/orders,offset=0&count=20,login=john&pass=secret123,POST,Valid
/shop/item,page=1&limit=10,,GET,Valid
/products.php,offset=0&count=20,comment=Nice+post&post_id=3,POST,Valid
/admin/users.php,filter=active,,GET,Valid
/logout.php,id=5,,GET,Valid
/api/v1/auth/token,,,GET,Valid
/login.php,,,GET,Valid
/assets/logo.png,user=john&role=admin,username=admin&password=adminpass,POST,Valid
/about.php,user=john&role=admin,,GET,Valid
/assets/logo.png,,,GET,Valid
/static/css/main.css,,email=test@example.com&name=John,POST,Valid
/search.php,id=1,,GET,Valid
/search.php,token=abc123,,GET,Valid
/blog/post.php,user=john&role=admin,,GET,Valid
/api/v2/data,page=about,,GET,Valid
/dashboard.php,id=2&name=product,,GET,Valid
/login.php,,email=test@example.com&name=John,POST,Valid
/api/v2/data,username=john&remember=1,,GET,Valid
/news/article.php,,,GET,Valid
/user/profile,,,GET,Valid
/static/css/main.css,page=1&limit=10,email=test@example.com&name=John,POST,Valid
/static/js/app.js,category=tech&sort=date,login=john&pass=secret123,POST,Valid
/assets/logo.png,filter=active,,GET,Valid
/profile.php,id=5,username=admin&password=adminpass,POST,Valid
/shop/item,page=1&limit=10,login=john&pass=secret123,POST,Valid
/user/profile,filter=active,username=admin&password=adminpass,POST,Valid
/shop/item,,username=john&password=pass123,POST,Valid
/checkout.php,q=hello+world,,GET,Valid
/settings.php,filter=active,,GET,Valid
/assets/logo.png,id=2&name=product,login=john&pass=secret123,POST,Valid
/about.php,page=about,,GET,Valid
/sitemap.xml,page=about,,GET,Valid
/admin/panel.php,,login=john&pass=secret123,POST,Valid
/favicon.ico,page=1&limit=10,,GET,Valid
/news/article.php,category=tech&sort=date,title=Hello&body=World,POST,Valid
/index.php,username=john&remember=1,,GET,Valid
/index.php,offset=0&count=20,title=Hello&body=World,POST,Valid
/search.php,user=john&role=admin,login=john&pass=secret123,POST,Valid
/login.php,,,GET,Valid
/shop/item,,,GET,Valid
/search.php,page=1&limit=10,title=Hello&body=World,POST,Valid
/index.php,lang=ar,,GET,Valid
/shop/cart,filter=active,username=john&password=pass123,POST,Valid
/checkout.php,token=abc123,,GET,Valid
/home.php,id=1,,GET,Valid
/user/profile,offset=0&count=20,,GET,Valid
/static/css/main.css,,,GET,Valid
/favicon.ico,offset=0&count=20,user=ayad&pwd=mypass,POST,Valid
/api/orders,id=2&name=product,,GET,Valid
/logout.php,offset=0&count=20,,GET,Valid
/shop/item,id=2&name=product,,GET,Valid
/shop/checkout,,username=admin&password=adminpass,POST,Valid
/blog/post.php,,title=Hello&body=World,POST,Valid
/api/v1/auth/token,offset=0&count=20,,GET,Valid
/dashboard.php,id=1,,GET,Valid
/cart.php,id=1,,GET,Valid
/cart.php,q=hello+world,username=john&password=pass123,POST,Valid
/profile.php,theme=dark,,GET,Valid
/static/css/main.css,,email=test@example.com&name=John,POST,Valid
/products.php,category=tech&sort=date,,GET,Valid
/dashboard.php,theme=dark,,GET,Valid
/about.php,user=john&role=admin,,GET,Valid
/admin/panel.php,,,GET,Valid
/admin/users.php,token=abc123,username=john&password=pass123,POST,Valid
/admin/panel.php,,,GET,Valid
/api/v2/data,,,GET,Valid
/user/settings,username=john&remember=1,,GET,Valid
/api/v1/auth/token,,,GET,Valid
/api/orders,page=about,,GET,Valid
/api/users,id=5,,GET,Valid
/about.php,lang=ar,,GET,Valid
/static/js/app.js,id=1,,GET,Valid
/profile.php,,,GET,Valid
/blog/post.php,category=tech&sort=date,,GET,Valid
/shop/checkout,user=john&role=admin,,GET,Valid
/contact.php,,,GET,Valid
/index.html,page=1&limit=10,,GET,Valid
/shop/item,page=about,product_id=5&qty=2,POST,Valid
/logout.php,,,GET,Valid
/shop/item,,,GET,Valid
/checkout.php,filter=active,,GET,Valid
/api/v1/auth/token,theme=dark,,GET,Valid
/static/js/app.js,id=1&lang=en,,GET,Valid
/favicon.ico,,,GET,Valid
/profile.php,page=about,product_id=5&qty=2,POST,Valid
/shop/cart,q=hello+world,,GET,Valid
/news/article.php,,,GET,Valid
/index.html,,email=test@example.com&name=John,POST,Valid
/sitemap.xml,username=john&remember=1,product_id=5&qty=2,POST,Valid
/api/orders,,,GET,Valid
/assets/logo.png,,,GET,Valid
/assets/style.css,theme=dark,username=john&password=pass123,POST,Valid
/search.php,user=john&role=admin,,GET,Valid
/user/profile,,,GET,Valid
/news/article.php,username=john&remember=1,email=test@example.com&name=John,POST,Valid
/index.html,,,GET,Valid
/api/v1/auth/token,token=abc123,,GET,Valid
/user/profile,,,GET,Valid
/shop/item,id=1&lang=en,,GET,Valid
/dashboard.php,,comment=Nice+post&post_id=3,POST,Valid
/api/products,user=john&role=admin,,GET,Valid
/dashboard.php,page=about,,GET,Valid
/assets/logo.png,,product_id=5&qty=2,POST,Valid
/home.php,q=hello+world,,GET,Valid
/index.php,theme=dark,,GET,Valid
/search.php,id=1&lang=en,,GET,Valid
/robots.txt,category=tech&sort=date,,GET,Valid
/api/products,page=1&limit=10,,GET,Valid
/logout.php,,,GET,Valid
/contact.php,lang=ar,,GET,Valid
/shop/checkout,offset=0&count=20,,GET,Valid
/user/settings,,username=john&password=pass123,POST,Valid
/shop/checkout,id=1,,GET,Valid
/blog/post.php,,username=john&password=pass123,POST,Valid
/assets/logo.png,filter=active,username=john&password=pass123,POST,Valid
/api/products,,,GET,Valid
/static/js/app.js,lang=ar,,GET,Valid
/favicon.ico,,,GET,Valid
/profile.php,id=2&name=product,email=test@example.com&name=John,POST,Valid
/api/products,lang=ar,,GET,Valid
/sitemap.xml,id=1&lang=en,product_id=5&qty=2,POST,Valid
/assets/style.css,,,GET,Valid
/admin/users.php,token=abc123,,GET,Valid
/assets/style.css,id=5,,GET,Valid
/user/profile,lang=ar,,GET,Valid
/search.php,id=1&lang=en,login=john&pass=secret123,POST,Valid
/settings.php,page=about,,GET,Valid
/favicon.ico,id=2&name=product,comment=Nice+post&post_id=3,POST,Valid
/api/users,page=about,comment=Nice+post&post_id=3,POST,Valid
/shop/checkout,,email=test@example.com&name=John,POST,Valid
/api/products,,,GET,Valid
/sitemap.xml,,,GET,Valid
/search.php,username=john&remember=1,,GET,Valid
/api/v1/auth/token,lang=ar,,GET,Valid
/home.php,token=abc123,user=ayad&pwd=mypass,POST,Valid
/sitemap.xml,token=abc123,login=john&pass=secret123,POST,Valid
/admin/panel.php,theme=dark,username=admin&password=adminpass,POST,Valid
/index.html,theme=dark,,GET,Valid
/cart.php,page=about,,GET,Valid
/profile.php,id=5,,GET,Valid
/shop/cart,page=about,,GET,Valid
/dashboard.php,category=tech&sort=date,,GET,Valid
/checkout.php,user=john&role=admin,product_id=5&qty=2,POST,Valid
/home.php,q=hello+world,username=john&password=pass123,POST,Valid
/profile.php,,,GET,Valid
/register.php,q=hello+world,,GET,Valid
/shop/item,id=1&lang=en,,GET,Valid
/register.php,user=john&role=admin,username=admin&password=adminpass,POST,Valid
/settings.php,theme=dark,,GET,Valid
/news/article.php,id=2&name=product,comment=Nice+post&post_id=3,POST,Valid
/shop/cart,,,GET,Valid
/shop/item,id=2&name=product,username=john&password=pass123,POST,Valid
/dashboard.php,,username=admin&password=adminpass,POST,Valid
/admin/panel.php,category=tech&sort=date,,GET,Valid
/api/v1/auth/token,token=abc123,,GET,Valid
/products.php,,product_id=5&qty=2,POST,Valid
/products.php,page=about,,GET,Valid
/api/users,id=1,username=admin&password=adminpass,POST,Valid
/logout.php,,,GET,Valid
/checkout.php,,,GET,Valid
/dashboard.php,id=2&name=product,,GET,Valid
/index.html,username=john&remember=1,,GET,Valid
/static/css/main.css,user=john&role=admin,,GET,Valid
/api/users,,username=john&password=pass123,POST,Valid
/index.php,,,GET,Valid
/dashboard.php,theme=dark,,GET,Valid
/shop/item,category=tech&sort=date,,GET,Valid
/user/settings,id=2&name=product,,GET,Valid
/about.php,page=1&limit=10,login=john&pass=secret123,POST,Valid
/api/products,token=abc123,login=john&pass=secret123,POST,Valid
/assets/logo.png,token=abc123,,GET,Valid
/assets/style.css,id=1,,GET,Valid
/api/orders,username=john&remember=1,user=ayad&pwd=mypass,POST,Valid
/user/settings,user=john&role=admin,user=ayad&pwd=mypass,POST,Valid
/index.php,id=5,login=john&pass=secret123,POST,Valid
/cart.php,,,GET,Valid
/shop/cart,,,GET,Valid
/api/users,,username=john&password=pass123,POST,Valid
/admin/panel.php,username=john&remember=1,,GET,Valid
/contact.php,token=abc123,,GET,Valid
/blog/post.php,token=abc123,,GET,Valid
/assets/logo.png,,,GET,Valid
/settings.php,id=2&name=product,,GET,Valid
/shop/item,page=about,,GET,Valid
/shop/item,id=2&name=product,,GET,Valid
/cart.php,q=hello+world,user=ayad&pwd=mypass,POST,Valid
/products.php,,,GET,Valid
/assets/logo.png,,,GET,Valid
/settings.php,lang=ar,login=john&pass=secret123,POST,Valid
/admin/users.php,,,GET,Valid
/favicon.ico,username=john&remember=1,,GET,Valid
/user/settings,,,GET,Valid
/login.php,,,GET,Valid
/assets/style.css,page=1&limit=10,,GET,Valid
/search.php,id=1&lang=en,,GET,Valid
/user/profile,theme=dark,comment=Nice+post&post_id=3,POST,Valid
/api/v2/data,token=abc123,,GET,Valid
/assets/style.css,category=tech&sort=date,,GET,Valid
/news/article.php,,login=john&pass=secret123,POST,Valid
/profile.php,,,GET,Valid
/api/products,,,GET,Valid
/shop/checkout,offset=0&count=20,,GET,Valid
/home.php,theme=dark,,GET,Valid
/dashboard.php,id=5,product_id=5&qty=2,POST,Valid
/about.php,page=about,,GET,Valid
/home.php,page=1&limit=10,,GET,Valid
/cart.php,id=5,,GET,Valid
/shop/cart,,,GET,Valid
/login.php,page=about,comment=Nice+post&post_id=3,POST,Valid
/user/profile,category=tech&sort=date,user=ayad&pwd=mypass,POST,Valid
/shop/cart,username=john&remember=1,,GET,Valid
/shop/checkout,filter=active,,GET,Valid
/settings.php,,,GET,Valid
/assets/style.css,id=1,,GET,Valid
/static/css/main.css,token=abc123,comment=Nice+post&post_id=3,POST,Valid
/blog/post.php,,,GET,Valid
/api/v1/auth/token,,email=test@example.com&name=John,POST,Valid
/settings.php,lang=ar,product_id=5&qty=2,POST,Valid
/assets/style.css,,product_id=5&qty=2,POST,Valid
/user/settings,,,GET,Valid
/dashboard.php,,login=john&pass=secret123,POST,Valid
/admin/users.php,,,GET,Valid
/user/profile,category=tech&sort=date,username=admin&password=adminpass,POST,Valid
/index.html,,,GET,Valid
/admin/panel.php,lang=ar,,GET,Valid
/about.php,,title=Hello&body=World,POST,Valid
/api/products,user=john&role=admin,title=Hello&body=World,POST,Valid
/sitemap.xml,user=john&role=admin,user=ayad&pwd=mypass,POST,Valid
/assets/logo.png,page=1&limit=10,,GET,Valid
/register.php,page=1&limit=10,,GET,Valid
/login.php,q=hello+world,username=john&password=pass123,POST,Valid
/api/users,token=abc123,,GET,Valid
/assets/style.css,id=1,,GET,Valid
/api/orders,,,GET,Valid
/index.php,,,GET,Valid
/logout.php,q=hello+world,,GET,Valid
/user/settings,lang=ar,,GET,Valid
/register.php,offset=0&count=20,,GET,Valid
/blog/post.php,user=john&role=admin,,GET,Valid
/settings.php,,,GET,Valid
/api/v2/data,,title=Hello&body=World,POST,Valid
/about.php,filter=active,,GET,Valid
/index.php,,user=ayad&pwd=mypass,POST,Valid
/logout.php,lang=ar,,GET,Valid
/api/v2/data,page=about,,GET,Valid
/index.html,,,GET,Valid
/assets/style.css,id=1,user=ayad&pwd=mypass,POST,Valid
/api/users,page=1&limit=10,,GET,Valid
/api/v2/data,id=1&lang=en,,GET,Valid
/shop/checkout,page=about,,GET,Valid
/user/profile,,,GET,Valid
/shop/checkout,id=5,product_id=5&qty=2,POST,Valid
/user/profile,page=about,,GET,Valid
/favicon.ico,page=1&limit=10,username=admin&password=adminpass,POST,Valid
/profile.php,page=about,,GET,Valid
/assets/logo.png,theme=dark,,GET,Valid
/robots.txt,user=john&role=admin,title=Hello&body=World,POST,Valid
/shop/item,lang=ar,,GET,Valid
/shop/cart,,,GET,Valid
/home.php,user=john&role=admin,product_id=5&qty=2,POST,Valid
/shop/item,id=5,comment=Nice+post&post_id=3,POST,Valid
/checkout.php,offset=0&count=20,username=john&password=pass123,POST,Valid
/api/users,page=about,,GET,Valid
/assets/style.css,id=5,title=Hello&body=World,POST,Valid
/news/article.php,theme=dark,login=john&pass=secret123,POST,Valid
/api/products,username=john&remember=1,,GET,Valid
/api/users,id=5,,GET,Valid
/shop/checkout,token=abc123,title=Hello&body=World,POST,Valid
/checkout.php,q=hello+world,,GET,Valid
/shop/checkout,,,GET,Valid
/shop/item,theme=dark,title=Hello&body=World,POST,Valid
/checkout.php,,,GET,Valid
/admin/panel.php,,product_id=5&qty=2,POST,Valid
/products.php,,,GET,Valid
/assets/logo.png,category=tech&sort=date,,GET,Valid
/settings.php,page=1&limit=10,email=test@example.com&name=John,POST,Valid
/register.php,id=5,title=Hello&body=World,POST,Valid
/shop/checkout,theme=dark,,GET,Valid
/home.php,q=hello+world,title=Hello&body=World,POST,Valid
/shop/cart,category=tech&sort=date,user=ayad&pwd=mypass,POST,Valid
/shop/cart,,user=ayad&pwd=mypass,POST,Valid
/cart.php,q=hello+world,product_id=5&qty=2,POST,Valid
/checkout.php,user=john&role=admin,,GET,Valid
/favicon.ico,id=2&name=product,,GET,Valid
/checkout.php,user=john&role=admin,product_id=5&qty=2,POST,Valid
/user/settings,theme=dark,login=john&pass=secret123,POST,Valid
/shop/checkout,id=1,,GET,Valid
/blog/post.php,,email=test@example.com&name=John,POST,Valid
/index.php,id=5,,GET,Valid
/api/orders,,,GET,Valid
/shop/item,id=5,,GET,Valid
/home.php,,product_id=5&qty=2,POST,Valid
/api/v2/data,id=2&name=product,,GET,Valid
/logout.php,theme=dark,,GET,Valid
/sitemap.xml,offset=0&count=20,login=john&pass=secret123,POST,Valid
/about.php,id=2&name=product,,GET,Valid
/sitemap.xml,id=1,user=ayad&pwd=mypass,POST,Valid
/user/settings,filter=active,,GET,Valid
/dashboard.php,user=john&role=admin,,GET,Valid
/sitemap.xml,id=5,,GET,Valid
/home.php,,,GET,Valid
/user/profile,,,GET,Valid
/api/v1/auth/token,,,GET,Valid
/search.php,id=1,product_id=5&qty=2,POST,Valid
/api/orders,,login=john&pass=secret123,POST,Valid
/sitemap.xml,user=john&role=admin,,GET,Valid
/products.php,id=2&name=product,,GET,Valid
/about.php,page=1&limit=10,,GET,Valid
/admin/users.php,q=hello+world,product_id=5&qty=2,POST,Valid
/assets/logo.png,,username=john&password=pass123,POST,Valid
/shop/cart,category=tech&sort=date,,GET,Valid
/register.php,username=john&remember=1,product_id=5&qty=2,POST,Valid
/static/css/main.css,filter=active,,GET,Valid
/user/settings,id=2&name=product,,GET,Valid
/profile.php,,,GET,Valid
/home.php,token=abc123,,GET,Valid
/shop/cart,,,GET,Valid
/user/profile,id=5,comment=Nice+post&post_id=3,POST,Valid
/search.php,user=john&role=admin,,GET,Valid
/register.php,token=abc123,,GET,Valid
/logout.php,,,GET,Valid
/products.php,,,GET,Valid
/assets/logo.png,user=john&role=admin,,GET,Valid
/search.php,,user=ayad&pwd=mypass,POST,Valid
/shop/checkout,username=john&remember=1,user=ayad&pwd=mypass,POST,Valid
/search.php,id=1&lang=en,,GET,Valid
/admin/users.php,category=tech&sort=date,,GET,Valid
/user/profile,lang=ar,,GET,Valid
/checkout.php,,login=john&pass=secret123,POST,Valid
/login.php,page=1&limit=10,email=test@example.com&name=John,POST,Valid
/favicon.ico,page=1&limit=10,,GET,Valid
